id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
647,Harry Kane,38,3382,25,22.73207228630781,1,3.0885125286877155,159,44,5,0,F,Tottenham,20,18.926258523017168,26.939670246094465,8.18903043307364
619,Sergio Agüero,30,2399,24,20.077226005494595,2,2.0287595679983497,119,27,1,0,F S,Manchester City,20,16.271372936666012,18.786800522357225,3.9259592220187187
755,Jamie Vardy,36,3154,24,22.13541193306446,6,6.267153458669782,115,48,5,1,F,Leicester,19,17.568440221250057,24.59597455151379,2.8863563239574432
594,Romelu Lukaku,37,3194,18,20.058772021904588,6,5.680433500558138,118,51,3,0,F S,Everton,17,18.536478037014604,24.024904146790504,7.634841322898865
750,Riyad Mahrez,37,3087,17,11.88214811310172,11,11.454100407660007,86,68,1,0,M S,Leicester,13,7.315134212374687,21.18505117855966,7.174406236037612
502,Olivier Giroud,38,2411,16,14.503991460427642,6,5.762219719588757,101,36,2,0,F S,Arsenal,15,13.742822444066405,18.885229421779513,6.915773553773761
573,Odion Ighalo,37,3160,15,16.093822445720434,3,2.2321918215602636,109,37,4,0,F M S,Watford,15,16.093822445720434,18.002249501645565,2.7645926093682647
735,Jermain Defoe,33,2558,15,11.712620459496975,1,1.1022664522752166,85,22,3,0,F M S,Sunderland,14,10.951450489461422,12.263893619179726,1.3269580826163292
498,Alexis Sánchez,30,2463,13,13.104378208518028,4,8.5547467879951,107,62,1,0,M S,Arsenal,13,13.104378208518028,27.01940680295229,11.864848758094013
574,Troy Deeney,38,3291,13,12.199151435866952,7,7.923330025747418,94,56,6,0,F M S,Watford,7,6.8709652265533805,15.776734061539173,3.990332132205367
713,André Ayew,34,2967,12,8.46296308748424,2,2.337733743712306,67,23,5,0,F M,Swansea,12,8.46296308748424,12.215979408472776,3.8303366722539067
802,Diego Costa,28,2386,12,12.080561351031065,6,2.8887833151966333,68,30,8,0,F S,Chelsea,12,12.080561351031065,18.07463388890028,5.290677092969418
553,Anthony Martial,31,2632,11,7.273541077971458,4,6.173327440395951,57,37,2,0,F M S,Manchester United,11,7.273541077971458,15.577425617724657,5.8901663813740015
714,Gylfi Sigurdsson,36,2921,11,7.7106501162052155,3,5.429829095490277,88,57,6,0,F M S,Swansea,8,5.427143078297377,10.766502927988768,4.88439710251987
771,Georginio Wijnaldum,38,3178,11,7.928211936727166,5,3.8174392245709896,54,47,1,0,M S,Newcastle United,10,7.167042950168252,14.637868957594037,5.733465444296598
838,Sadio Mané,37,2614,11,12.514568300917745,6,5.139249017462134,86,41,4,2,F M S,Southampton,11,11.753399284556508,17.62727028131485,5.373992749489844
841,Graziano Pellè,30,2167,11,7.350180992856622,6,3.987356685101986,80,37,6,0,F S,Southampton,11,7.350180992856622,13.013471713289618,3.8928181966766715
865,Marko Arnautovic,34,2836,11,12.059158718213439,6,6.117617999669164,70,50,2,0,F M S,Stoke,8,9.77568761818111,18.740881614387035,6.815894588828087
482,Roberto Firmino,31,2005,10,7.1310254614800215,7,5.3966775089502335,63,49,1,0,F M S,Liverpool,10,7.1310254614800215,16.398770961910486,6.8297262620180845
645,Dele Alli,33,2490,10,8.315971579402685,9,6.802972770296037,74,55,7,0,M S,Tottenham,10,8.315971579402685,18.699675627052784,6.461881563067436
839,Shane Long,28,2114,10,10.61739412508905,4,2.7126416452229023,64,33,2,0,F M S,Southampton,10,10.61739412508905,13.091042907908559,3.4208338242024183
536,Dimitri Payet,30,2576,9,5.748615788295865,12,11.665769186802208,69,119,3,0,F M S,West Ham,9,5.748615788295865,16.933078441768885,6.889105640351772
537,Andy Carroll,27,1411,9,6.137788807973266,2,2.7616127114742994,56,20,2,0,F S,West Ham,8,5.376620193943381,8.771361893042922,3.070083936676383
606,Christian Benteke,29,1496,9,9.98186818882823,3,2.7818546555936337,61,31,2,0,F S,Liverpool,8,9.220699172466993,10.235845644026995,1.2525696884840727
773,Aleksandar Mitrovic,34,2103,9,10.339352402836084,4,2.2244459111243486,79,30,4,2,F S,Newcastle United,7,8.817017409950495,10.392626240849495,2.8724034801125526
813,Salomón Rondón,34,2581,9,9.896931927651167,2,1.9187822239473462,71,28,1,1,F S,West Bromwich Albion,9,9.896931927651167,9.413141864351928,2.562900614924729
483,Daniel Sturridge,14,981,8,5.741582944989204,1,0.5159462941810489,48,7,0,0,F S,Liverpool,8,5.741582944989204,7.218583904206753,1.6658330988138914
488,Philippe Coutinho,26,2019,8,6.49630680680275,5,5.286333870142698,111,50,2,1,F M S,Liverpool,8,6.49630680680275,16.146171182394028,6.785510125569999
531,Michail Antonio,26,2074,8,5.896233828738332,3,2.8487464655190706,54,24,3,0,D F M S,West Ham,8,5.896233828738332,10.22215442545712,4.37820899952203
592,Ross Barkley,38,3102,8,8.793569456785917,8,5.907710798084736,95,56,4,0,M S,Everton,6,7.271230440586805,20.876105776056647,11.840945172123611
620,Kelechi Iheanacho,26,727,8,4.937837693840265,1,1.5855757798999548,28,14,1,0,F M S,Manchester City,8,4.937837693840265,6.360714611597359,1.1206862023100257
629,Wayne Rooney,28,2411,8,7.317086962983012,6,4.480131359770894,72,43,4,0,F M S,Manchester United,7,6.555921940132976,13.664943354204297,5.081391798332334
447,Kevin De Bruyne,25,2006,7,4.308095835149288,9,8.33203162252903,49,81,2,0,M S,Manchester City,7,4.308095835149288,16.136462956666946,8.064566018991172
533,Mark Noble,37,3221,7,3.879513105377555,4,3.2432395946234465,34,50,8,1,M,West Ham,4,1.596007790416479,10.757460918277502,8.088051256723702
672,Jordan Ayew,30,2356,7,4.692514030262828,0,1.4725213972851634,59,18,6,1,F M S,Aston Villa,6,3.9313449133187532,5.213557502254844,1.8964070649817586
687,Pedro,29,2061,7,6.120477117598057,2,4.614514185115695,57,42,3,0,M S,Chelsea,7,6.120477117598057,16.050368435680866,6.954230200499296
795,Dieumerci Mbokani,29,1568,7,6.5850353091955185,1,1.5376300066709518,37,25,0,0,F S,Norwich,7,6.5850353091955185,7.872770933434367,1.3138999929651618
840,Dusan Tadic,34,2318,7,6.417935328558087,12,8.644171416759491,57,74,2,0,M S,Southampton,6,5.656765328720212,17.130920086055994,5.140122601762414
871,Bojan,27,1741,7,4.585217607673258,1,1.8038731729611754,36,26,2,0,F M S,Stoke,5,3.0629195696674287,8.157264658249915,4.417733781039715
465,Joshua King,31,1931,6,5.712771352380514,2,3.535969901829958,55,25,1,0,F M S,Bournemouth,6,5.712771352380514,9.763266887515783,1.4393623927608132
499,Mesut Özil,35,3065,6,7.9231729451566935,19,17.618861105293036,48,146,4,0,M,Arsenal,6,7.9231729451566935,32.78600429929793,18.351203271187842
535,Manuel Lanzini,26,1941,6,4.531228398904204,2,2.8363652359694242,48,33,3,0,F M S,West Ham,6,4.531228398904204,12.438018679618835,5.984105244278908
554,Juan Mata,38,2907,6,6.4600174985826015,5,5.284316685050726,57,53,4,1,M S,Manchester United,5,5.698849517852068,15.267890880815685,7.583365534432232
618,Raheem Sterling,31,1943,6,7.149213088676333,2,3.246622446924448,52,35,1,0,F M S,Manchester City,6,7.149213088676333,14.019074592739344,4.698837177827954
646,Christian Eriksen,35,2950,6,5.5121056120842695,13,9.808851055800915,100,115,2,0,M S,Tottenham,6,5.5121056120842695,22.97515394538641,14.476944379508495
717,Bafétimbi Gomis,33,1685,6,6.098333736881614,0,2.4120547231286764,59,17,0,0,F S,Swansea,5,5.337160786613822,8.543976483866572,2.369196319952607
756,Leonardo Ulloa,29,942,6,6.906455801799893,2,1.466686885803938,34,14,0,0,F S,Leicester,5,6.145286785438657,9.50502722337842,3.4823984522372484
770,Ayoze Pérez,34,2046,6,3.795658176764846,2,2.8947355933487415,50,30,4,0,F M S,Newcastle United,6,3.795658176764846,8.319605821743608,3.6317452215589583
